Test,Tx Power,Distance,Scenarios,RSSI (dbm),Throughput (KB/S),Throughput (Kbps),Current (A),Power (W)
437,N0,25,Workshop,-71,4.98,39.85,0.114,0.38483
438,N6,0,Wall,-50,11.29,90.36,0.111,0.33977
439,N3,50,Workshop,-66,6.37,50.98,0.115,0.36214
440,N0,40,Workshop,-93,1.35,10.78,0.110,0.37231
441,N0,20,Wall,-90,1.77,14.18,0.113,0.37640
442,N9,10,Lobby,-73,6.21,49.64,0.101,0.33736
443,N0,10,Workshop,-65,8.56,68.46,0.114,0.37567
444,N3,5,Lobby,-42,7.30,58.40,0.114,0.35415
445,N3,60,Lobby,-100,0.70,5.60,0.112,0.37142
446,N6,25,Lobby,-80,4.80,38.40,0.105,0.34781
447,N9,45,Crowded,-95,1.86,14.90,0.100,0.33550
448,N3,5,Wall,-88,1.61,12.88,0.108,0.37499
449,N9,0,Workshop,-52,10.38,83.05,0.098,0.33198
450,N9,10,Crowded,-71,6.78,54.26,0.103,0.34715
451,N6,25,Workshop,-93,0.70,5.60,0.101,0.34845
452,N3,10,Lobby,-75,6.31,50.50,0.110,0.37092
453,P3,5,Wall,-70,5.57,44.58,0.115,0.40740
454,N0,55,Wall,-100,0.71,5.66,0.113,0.37283
455,N6,60,Lobby,-97,0.70,5.60,0.106,0.34349
456,N12,50,Crowded,-100,0.95,7.58,0.105,0.33010
457,N6,5,Crowded,-66,7.38,59.08,0.111,0.34886
458,N0,40,Workshop,-75,4.11,32.89,0.115,0.37316
459,N0,50,Lobby,-92,0.70,5.60,0.112,0.35908
460,N12,45,Workshop,-89,2.59,20.73,0.101,0.33869
461,P6,25,Crowded,-61,5.82,46.59,0.125,0.42387
462,N3,20,Crowded,-100,0.71,5.71,0.115,0.35974
463,N3,50,Workshop,-90,1.55,12.44,0.111,0.37050
464,N3,40,Workshop,-74,5.49,43.95,0.115,0.37679
465,N12,45,Workshop,-97,0.74,5.96,0.102,0.34093
466,N6,60,Wall,-100,0.70,5.60,0.110,0.35250
467,N6,35,Lobby,-78,1.86,14.89,0.104,0.35085
468,N3,20,Wall,-93,1.42,11.39,0.107,0.37100
469,N6,35,Workshop,-78,3.25,25.97,0.108,0.35699
470,N6,50,Lobby,-85,2.09,16.74,0.106,0.35134
471,P3,30,Lobby,-56,9.14,73.14,0.121,0.39081
472,N0,25,Wall,-96,1.67,13.38,0.110,0.38040
473,N12,45,Wall,-99,0.80,6.43,0.110,0.34111
474,N12,20,Workshop,-70,4.95,39.60,0.103,0.34020
475,N0,35,Workshop,-73,5.96,47.65,0.117,0.36519
476,N3,45,Lobby,-87,1.10,8.81,0.114,0.35850
477,N9,5,Wall,-80,3.36,26.88,0.101,0.33547
478,N3,5,Workshop,-55,13.44,107.56,0.109,0.36901
479,N3,30,Lobby,-100,1.60,12.83,0.114,0.39111
480,P3,50,Crowded,-89,0.92,7.35,0.126,0.39289
481,N3,25,Lobby,-73,5.83,46.61,0.111,0.37506
482,N9,55,Crowded,-96,0.70,5.60,0.100,0.32258
483,N12,40,Wall,-100,1.62,12.92,0.104,0.35065
484,N0,45,Crowded,-87,1.17,9.36,0.112,0.36894
485,N12,15,Wall,-100,1.36,10.91,0.110,0.34480
486,P6,15,Workshop,-57,6.04,48.33,0.123,0.40859
487,N6,15,Wall,-93,1.34,10.68,0.109,0.36016
488,N0,45,Lobby,-86,0.71,5.69,0.114,0.36684
489,N12,20,Lobby,-100,0.70,5.60,0.100,0.34639
490,N12,60,Lobby,-89,0.70,5.60,0.105,0.34507
491,N6,30,Workshop,-100,0.70,5.60,0.107,0.35653
492,N3,20,Wall,-94,0.70,5.60,0.111,0.35497
493,N3,30,Workshop,-79,2.53,20.27,0.114,0.36245
494,P6,40,Lobby,-64,7.00,55.99,0.125,0.41317
495,P6,30,Workshop,-69,5.39,43.15,0.126,0.41346
496,N6,10,Workshop,-79,4.90,39.21,0.108,0.35045
497,N0,20,Lobby,-89,0.85,6.79,0.115,0.38018
498,N12,0,Lobby,-59,6.45,51.57,0.103,0.33824
499,N0,35,Wall,-90,1.48,11.85,0.107,0.35953
500,N6,40,Workshop,-100,2.16,17.29,0.102,0.35601
501,N12,35,Lobby,-86,0.70,5.60,0.104,0.31829
502,P6,40,Lobby,-60,5.59,44.71,0.125,0.41375
503,N6,20,Workshop,-81,1.18,9.40,0.104,0.34714
504,N12,50,Workshop,-100,1.88,15.06,0.106,0.35331
505,N3,0,Wall,-53,10.70,85.64,0.111,0.36537
506,N12,35,Wall,-100,0.72,5.79,0.107,0.35243
507,N12,25,Workshop,-86,0.70,5.60,0.105,0.35049
508,P6,40,Workshop,-69,3.34,26.70,0.125,0.42544
509,N6,0,Crowded,-43,9.97,79.79,0.108,0.34750
510,N6,40,Workshop,-77,2.59,20.69,0.104,0.34482
511,P6,50,Lobby,-94,0.73,5.81,0.121,0.41269
512,P6,20,Lobby,-60,6.47,51.75,0.123,0.39261
513,P3,25,Lobby,-73,6.96,55.67,0.121,0.39945
514,N3,0,Lobby,-55,10.65,85.21,0.111,0.36245
515,N0,60,Workshop,-87,0.70,5.60,0.115,0.38629
516,P3,0,Workshop,-47,8.33,66.67,0.122,0.39206
517,N12,10,Wall,-89,1.54,12.28,0.101,0.35121
518,N6,40,Lobby,-90,0.70,5.60,0.108,0.35175
519,N9,50,Lobby,-91,0.70,5.60,0.100,0.33841
520,N6,15,Crowded,-90,1.97,15.76,0.102,0.35141
521,N0,40,Workshop,-96,1.02,8.16,0.112,0.39408
522,N6,55,Wall,-100,1.49,11.96,0.105,0.33955
523,N3,0,Workshop,-49,10.64,85.08,0.111,0.35245
524,N12,30,Lobby,-79,0.70,5.60,0.103,0.35905
525,N0,35,Lobby,-86,1.21,9.71,0.114,0.35744
526,N0,25,Workshop,-65,10.44,83.49,0.114,0.37692
527,P6,5,Lobby,-67,3.45,27.56,0.121,0.42059
528,N6,45,Lobby,-90,1.02,8.20,0.110,0.34717
529,P3,40,Lobby,-63,5.41,43.27,0.116,0.40069
530,N6,20,Wall,-97,0.70,5.60,0.108,0.35238
531,N6,40,Workshop,-87,0.98,7.88,0.101,0.33009
532,N9,10,Lobby,-66,6.78,54.20,0.100,0.32836
533,N12,40,Lobby,-94,1.46,11.72,0.107,0.34114
534,N3,60,Workshop,-100,1.04,8.31,0.111,0.37236
535,N6,55,Workshop,-96,1.10,8.80,0.103,0.35423
536,N3,30,Workshop,-72,5.96,47.69,0.113,0.37533
537,N0,30,Lobby,-82,0.75,5.99,0.112,0.35922
538,N0,40,Lobby,-83,2.09,16.76,0.112,0.37273
539,N12,50,Lobby,-90,1.46,11.67,0.104,0.34011
540,N12,40,Lobby,-100,1.13,9.00,0.108,0.33984
541,N12,10,Wall,-100,1.45,11.59,0.104,0.34278
542,N6,30,Workshop,-85,2.47,19.76,0.107,0.34770
543,N12,15,Wall,-96,2.35,18.82,0.105,0.35974
544,N6,5,Workshop,-58,8.53,68.27,0.101,0.34467
545,N6,40,Wall,-100,0.88,7.06,0.109,0.35677
546,P3,50,Workshop,-66,5.54,44.29,0.123,0.39585
547,N3,10,Workshop,-79,1.99,15.93,0.111,0.36496
548,P6,20,Lobby,-66,2.35,18.83,0.122,0.39958
549,N9,10,Lobby,-57,7.07,56.56,0.100,0.32859
550,N6,25,Workshop,-87,1.79,14.35,0.103,0.35071
551,N3,0,Wall,-46,12.78,102.26,0.114,0.35893
552,N6,0,Lobby,-52,12.91,103.26,0.102,0.34957
553,P6,35,Workshop,-80,3.06,24.49,0.126,0.41194
554,N6,40,Workshop,-83,3.70,29.63,0.111,0.35751
555,P6,15,Lobby,-69,4.87,38.92,0.131,0.41528
556,N9,25,Workshop,-77,6.17,49.36,0.101,0.33046
557,N3,60,Crowded,-95,0.70,5.60,0.111,0.38150
558,N6,30,Workshop,-84,1.60,12.81,0.104,0.33280
559,N9,15,Lobby,-98,0.76,6.08,0.104,0.33250
560,P3,50,Wall,-100,1.12,8.99,0.118,0.38348
561,N3,40,Lobby,-83,2.90,23.23,0.109,0.36864
562,P6,30,Wall,-98,0.86,6.87,0.122,0.40825
563,N6,15,Workshop,-83,2.06,16.50,0.108,0.33181
564,N3,40,Lobby,-82,2.80,22.39,0.112,0.36248
565,N3,5,Lobby,-64,9.30,74.44,0.113,0.34640
566,N0,45,Workshop,-90,1.11,8.91,0.111,0.36439
567,N6,35,Workshop,-88,2.15,17.18,0.106,0.34993
568,P3,30,Wall,-100,1.09,8.74,0.118,0.39538
569,P3,10,Lobby,-58,5.43,43.42,0.117,0.39781
570,P3,20,Workshop,-48,9.67,77.35,0.118,0.38589
571,N0,5,Crowded,-81,1.54,12.32,0.112,0.37623
572,N3,20,Wall,-100,1.43,11.43,0.108,0.37817
573,N12,15,Lobby,-84,3.79,30.32,0.104,0.34404
574,P3,5,Workshop,-47,9.59,76.71,0.122,0.39994
575,N9,45,Lobby,-97,1.78,14.23,0.099,0.33403
576,N0,35,Workshop,-77,0.73,5.86,0.112,0.36106
577,P3,0,Wall,-55,10.91,87.25,0.118,0.39180
578,N12,60,Wall,-100,0.70,5.60,0.105,0.34911
579,N12,5,Workshop,-78,6.50,51.99,0.104,0.33134
580,P6,35,Crowded,-74,5.39,43.15,0.124,0.40455
581,N6,40,Lobby,-88,1.77,14.15,0.103,0.34929
582,N9,15,Wall,-100,0.83,6.63,0.100,0.33580
583,N12,15,Workshop,-75,4.58,36.62,0.106,0.34089
584,P3,35,Lobby,-98,2.14,17.09,0.120,0.40150
585,N6,20,Lobby,-78,1.24,9.94,0.108,0.35660
586,N3,15,Lobby,-80,5.10,40.77,0.110,0.35749
587,N6,10,Lobby,-83,3.35,26.82,0.103,0.35583
588,N12,35,Crowded,-100,0.80,6.39,0.103,0.32824
589,N12,0,Crowded,-74,10.34,82.75,0.105,0.33956
590,N9,50,Crowded,-99,1.09,8.71,0.103,0.34018
591,N3,60,Crowded,-88,3.06,24.45,0.110,0.36570
592,N12,25,Workshop,-80,0.70,5.60,0.105,0.36299
593,N3,55,Wall,-100,1.84,14.72,0.110,0.37500
594,N6,50,Crowded,-100,1.19,9.53,0.102,0.34542
595,N6,25,Workshop,-74,5.56,44.51,0.103,0.35785
596,N3,20,Workshop,-63,9.13,73.01,0.109,0.36728
597,P3,5,Wall,-70,4.09,32.74,0.117,0.39685
598,N12,20,Workshop,-89,2.92,23.33,0.100,0.34593
599,N6,40,Workshop,-75,2.27,18.14,0.101,0.33936
600,N0,45,Lobby,-77,4.44,35.53,0.116,0.36593
601,N0,10,Workshop,-57,10.25,82.01,0.112,0.36887
602,N6,5,Workshop,-69,8.46,67.71,0.110,0.35026
603,N12,25,Workshop,-74,7.74,61.95,0.106,0.33977
604,N6,10,Crowded,-87,1.51,12.11,0.103,0.34463
605,N12,0,Crowded,-69,6.71,53.64,0.110,0.33841
606,N0,60,Workshop,-100,1.01,8.07,0.115,0.37986
607,P3,35,Wall,-86,1.78,14.22,0.117,0.40493
608,N3,10,Workshop,-62,8.44,67.51,0.111,0.36742
609,P6,0,Workshop,-34,12.33,98.64,0.120,0.40496
610,N0,40,Wall,-100,2.11,16.87,0.114,0.37913
611,N9,40,Lobby,-90,1.29,10.35,0.106,0.32443
612,N12,0,Lobby,-70,2.98,23.80,0.105,0.35344
613,N12,35,Crowded,-100,0.70,5.60,0.102,0.33197
614,N12,5,Lobby,-48,11.40,91.22,0.105,0.33503
615,N9,15,Wall,-93,1.26,10.09,0.102,0.35554
616,N3,40,Lobby,-77,6.09,48.71,0.115,0.37359
617,N3,0,Workshop,-40,13.41,107.28,0.115,0.38886
618,P3,50,Workshop,-89,1.37,11.00,0.117,0.40402
619,N3,50,Crowded,-100,0.70,5.60,0.108,0.36986
620,P3,15,Crowded,-67,5.57,44.55,0.123,0.39263
621,N6,45,Crowded,-100,0.70,5.60,0.104,0.35558
622,P6,45,Crowded,-93,0.85,6.81,0.125,0.41323
623,N9,20,Lobby,-73,5.78,46.26,0.101,0.32520
624,P3,25,Workshop,-72,4.03,32.20,0.122,0.39927
625,P3,60,Lobby,-100,1.99,15.92,0.122,0.41324
626,N12,30,Crowded,-99,0.90,7.23,0.108,0.33642
627,N9,30,Wall,-100,2.94,23.54,0.103,0.33674
628,N6,0,Workshop,-42,12.93,103.47,0.107,0.35606
629,P3,55,Workshop,-67,6.09,48.74,0.119,0.41262
630,N6,30,Lobby,-85,2.21,17.70,0.096,0.35739
631,N6,5,Wall,-73,3.51,28.10,0.102,0.36328
632,N3,25,Lobby,-67,6.27,50.18,0.113,0.39192
633,P3,15,Wall,-97,1.73,13.84,0.123,0.38829
634,N9,5,Lobby,-67,2.41,19.31,0.102,0.33598
635,N12,30,Workshop,-92,1.28,10.24,0.102,0.34475
636,N3,15,Workshop,-75,8.31,66.47,0.110,0.37224
637,P6,40,Workshop,-84,4.49,35.91,0.127,0.41565
638,P6,20,Crowded,-84,3.17,25.33,0.125,0.39311
639,N0,30,Wall,-98,1.54,12.34,0.114,0.37964
640,P3,35,Workshop,-72,0.70,5.60,0.116,0.40127
641,N9,50,Lobby,-68,2.40,19.23,0.096,0.33401
642,N6,30,Workshop,-84,3.66,29.26,0.102,0.34600
643,N6,20,Lobby,-90,2.25,17.98,0.105,0.34878
644,N3,60,Crowded,-100,1.68,13.47,0.107,0.38464
645,N0,20,Lobby,-84,2.61,20.92,0.117,0.37373
646,N12,5,Workshop,-70,3.24,25.93,0.107,0.35375
647,N12,60,Crowded,-92,1.69,13.54,0.104,0.34322
648,N12,20,Workshop,-99,1.35,10.83,0.103,0.34973
649,N9,5,Workshop,-78,1.58,12.64,0.103,0.33225
650,N9,45,Workshop,-90,0.70,5.60,0.101,0.32629
651,N3,25,Workshop,-95,1.45,11.63,0.115,0.35072
652,P6,35,Workshop,-67,2.77,22.17,0.123,0.40547
653,P3,45,Crowded,-93,0.80,6.41,0.119,0.39771
654,N0,20,Workshop,-64,8.09,64.73,0.118,0.37221
655,P6,20,Workshop,-82,1.61,12.91,0.124,0.40317
656,P3,0,Workshop,-34,12.91,103.32,0.122,0.39134
657,N0,20,Wall,-97,1.84,14.70,0.112,0.37046
658,P3,25,Workshop,-82,2.19,17.53,0.116,0.40845
659,N6,25,Workshop,-76,2.79,22.31,0.107,0.34523
660,N12,20,Workshop,-83,1.11,8.84,0.103,0.35284
661,P3,25,Lobby,-80,3.73,29.83,0.127,0.40574
662,P6,10,Crowded,-49,9.13,73.08,0.127,0.40520
663,N12,35,Crowded,-100,1.81,14.51,0.100,0.33270
664,N6,55,Workshop,-81,4.75,37.99,0.101,0.34811
665,N12,55,Lobby,-89,0.70,5.60,0.105,0.35075
666,N12,40,Crowded,-100,0.70,5.60,0.104,0.33683
667,N6,45,Lobby,-86,2.32,18.59,0.105,0.34250
668,N6,15,Lobby,-71,4.52,36.13,0.103,0.34462
669,N9,35,Wall,-100,2.02,16.15,0.097,0.32946
670,P6,5,Lobby,-57,7.27,58.13,0.120,0.40475
671,N3,10,Wall,-80,2.87,23.00,0.112,0.36652
672,N6,45,Lobby,-98,0.70,5.60,0.104,0.34530
673,N3,35,Crowded,-100,1.52,12.19,0.108,0.35648
674,N0,40,Lobby,-88,0.74,5.94,0.115,0.37046
675,N12,25,Lobby,-79,0.70,5.60,0.103,0.34398
676,N3,35,Workshop,-87,0.99,7.90,0.114,0.36597
677,N3,45,Crowded,-100,1.76,14.06,0.111,0.39085
678,N12,5,Crowded,-68,5.25,41.99,0.107,0.34037
679,N6,5,Lobby,-52,11.73,93.83,0.105,0.34699
680,N9,40,Wall,-100,0.73,5.80,0.103,0.33071
681,N3,15,Wall,-90,1.94,15.56,0.109,0.36751
682,N12,20,Workshop,-80,3.69,29.52,0.106,0.34908
683,N9,40,Wall,-100,0.70,5.62,0.100,0.32471
684,N12,15,Workshop,-84,2.34,18.73,0.107,0.34382
685,N3,55,Lobby,-90,1.22,9.73,0.109,0.36486
686,N3,10,Lobby,-65,5.49,43.92,0.110,0.35735
687,P6,45,Lobby,-95,1.13,9.01,0.128,0.42377
688,P3,35,Wall,-100,1.40,11.23,0.118,0.38881
689,N9,15,Workshop,-77,2.84,22.71,0.097,0.32197
690,N9,15,Workshop,-83,1.51,12.11,0.102,0.33760
691,N6,60,Crowded,-97,0.93,7.46,0.108,0.34188
692,P3,25,Crowded,-85,3.90,31.18,0.124,0.38791
693,N0,10,Lobby,-48,12.33,98.64,0.110,0.37042
694,N12,30,Workshop,-92,0.70,5.60,0.104,0.34042
695,P3,55,Wall,-100,0.70,5.60,0.118,0.39779
696,N6,40,Crowded,-100,0.87,6.99,0.108,0.34514
697,N9,60,Lobby,-97,0.70,5.60,0.095,0.34218
698,N6,30,Workshop,-73,5.81,46.45,0.109,0.33173
699,P6,15,Crowded,-80,3.79,30.30,0.127,0.39965
700,N0,30,Lobby,-66,3.15,25.22,0.114,0.37374
701,N6,25,Workshop,-86,0.70,5.60,0.100,0.35352
702,P6,55,Wall,-100,0.85,6.82,0.123,0.41367
703,N0,5,Crowded,-79,4.94,39.49,0.112,0.37883
704,N3,60,Crowded,-86,2.34,18.71,0.114,0.37134
705,N12,40,Workshop,-100,2.14,17.16,0.107,0.34383
706,N9,30,Workshop,-86,0.70,5.60,0.102,0.34102
707,P3,5,Crowded,-65,6.38,51.03,0.122,0.39895
708,N3,0,Wall,-55,10.36,82.92,0.112,0.35872
709,N9,20,Lobby,-72,6.44,51.53,0.108,0.33417
710,N3,50,Wall,-100,1.50,12.02,0.104,0.36510
711,N9,30,Wall,-100,1.35,10.80,0.103,0.33832
712,N12,45,Workshop,-93,1.48,11.88,0.104,0.33631
713,N6,20,Workshop,-78,2.35,18.76,0.107,0.35301
714,N12,60,Lobby,-100,1.09,8.71,0.107,0.34104
715,N12,0,Wall,-53,8.52,68.16,0.100,0.33357
716,P6,5,Workshop,-69,2.75,22.00,0.124,0.41917
717,N12,0,Lobby,-42,11.15,89.20,0.107,0.33710
718,N0,50,Wall,-100,0.70,5.60,0.112,0.36548
719,N12,50,Wall,-100,0.90,7.21,0.105,0.34158
720,N9,5,Workshop,-67,2.47,19.73,0.100,0.34272
721,N12,20,Workshop,-82,0.77,6.15,0.107,0.33539
722,P3,5,Lobby,-55,9.53,76.20,0.123,0.40484
723,P6,10,Wall,-89,1.03,8.28,0.122,0.42548
724,N12,55,Lobby,-89,0.70,5.60,0.103,0.33917
725,P3,0,Wall,-66,3.20,25.57,0.120,0.40801
726,N6,35,Lobby,-83,2.72,21.74,0.104,0.34818
727,N6,55,Lobby,-99,0.70,5.60,0.105,0.36080
728,N12,0,Lobby,-61,10.97,87.80,0.104,0.33884
729,N12,55,Lobby,-89,1.99,15.95,0.104,0.33931
730,N6,45,Crowded,-100,1.15,9.21,0.108,0.32569
731,N9,10,Crowded,-90,2.45,19.63,0.103,0.34602
732,N6,25,Workshop,-90,1.56,12.49,0.100,0.35300
733,N12,45,Wall,-100,2.07,16.55,0.106,0.35280
734,N12,20,Lobby,-94,0.83,6.61,0.100,0.34354
735,N3,45,Workshop,-97,0.70,5.60,0.113,0.36378
736,N12,45,Workshop,-100,2.02,16.19,0.100,0.34565
737,N0,15,Lobby,-60,5.05,40.37,0.114,0.38190
738,P6,20,Lobby,-71,4.33,34.63,0.124,0.41869
739,N6,20,Wall,-89,1.32,10.53,0.107,0.35172
740,N6,15,Wall,-78,0.70,5.60,0.112,0.34312
741,N6,0,Lobby,-63,4.73,37.85,0.104,0.35459
742,N12,25,Lobby,-78,2.20,17.60,0.106,0.33752
743,N12,60,Wall,-100,1.57,12.54,0.100,0.34322
744,P3,45,Lobby,-86,0.78,6.24,0.123,0.38071
745,N0,10,Workshop,-56,6.86,54.90,0.122,0.36699
746,N3,35,Lobby,-100,0.89,7.12,0.110,0.37045
747,N3,5,Workshop,-58,10.43,83.43,0.110,0.36259
748,N12,35,Wall,-100,0.70,5.60,0.102,0.34739
749,N9,30,Lobby,-100,0.70,5.60,0.104,0.31654
750,N6,60,Wall,-100,1.78,14.27,0.105,0.34521
751,N12,25,Workshop,-78,2.72,21.73,0.105,0.34623
752,N3,5,Crowded,-59,8.00,63.97,0.114,0.37234
753,N9,40,Wall,-100,0.85,6.80,0.103,0.33286
754,N12,30,Workshop,-77,3.09,24.73,0.107,0.34043
755,N12,30,Workshop,-95,1.18,9.48,0.108,0.34021
756,N3,0,Wall,-48,10.96,87.65,0.109,0.35934
757,N3,30,Wall,-94,0.70,5.60,0.108,0.37560
758,N12,45,Lobby,-100,0.73,5.83,0.104,0.34384
759,N0,5,Workshop,-45,8.53,68.21,0.112,0.37111
760,P3,5,Workshop,-45,6.35,50.83,0.118,0.39590
761,N6,40,Wall,-100,0.87,7.00,0.108,0.36193
762,N9,15,Wall,-100,0.87,6.96,0.100,0.33671
763,N3,30,Lobby,-55,7.86,62.89,0.111,0.36774
764,N0,5,Workshop,-55,12.44,99.49,0.108,0.36681
765,N6,5,Crowded,-61,3.76,30.05,0.105,0.34177
766,P3,5,Lobby,-38,12.31,98.51,0.121,0.39812
767,N3,40,Wall,-100,0.70,5.60,0.111,0.36317
768,P6,5,Lobby,-48,11.40,91.20,0.121,0.39958
769,N9,10,Wall,-81,2.25,18.00,0.108,0.34428
770,N6,20,Wall,-100,1.92,15.34,0.101,0.34246
771,P3,5,Wall,-70,5.93,47.44,0.119,0.38826
772,N12,0,Wall,-54,12.70,101.59,0.101,0.33874
773,N12,40,Wall,-100,0.70,5.60,0.106,0.34824
774,N6,10,Lobby,-61,9.32,74.58,0.113,0.33334
775,N0,35,Crowded,-75,2.79,22.32,0.115,0.38216
776,N3,35,Wall,-100,1.69,13.49,0.108,0.36509
777,N3,45,Workshop,-75,7.43,59.46,0.113,0.35469
778,N3,15,Workshop,-77,0.70,5.60,0.115,0.36037
779,N6,5,Lobby,-71,6.61,52.86,0.107,0.35836
780,N3,55,Workshop,-84,2.62,20.97,0.109,0.35957
781,N0,15,Crowded,-81,1.82,14.57,0.113,0.38131
782,N0,30,Workshop,-76,1.80,14.39,0.110,0.37045
783,P3,60,Lobby,-83,0.70,5.60,0.120,0.39944
784,P3,50,Crowded,-100,1.01,8.06,0.113,0.40003
785,N3,15,Lobby,-76,5.40,43.16,0.110,0.36216
786,N12,20,Wall,-94,1.70,13.61,0.107,0.33985
787,P3,30,Workshop,-84,2.10,16.81,0.120,0.40095
788,N9,20,Workshop,-82,2.36,18.87,0.098,0.33475
789,N6,15,Workshop,-71,8.98,71.86,0.111,0.34732
790,N6,20,Workshop,-92,0.70,5.63,0.103,0.35332
791,N3,30,Crowded,-84,2.20,17.59,0.114,0.36893
792,N0,45,Wall,-89,1.66,13.24,0.114,0.37628
793,P6,35,Crowded,-84,1.69,13.48,0.122,0.40301
794,N3,10,Lobby,-63,7.31,58.50,0.108,0.35607
795,N9,15,Workshop,-77,2.53,20.24,0.099,0.33373
796,N12,0,Lobby,-48,9.36,74.89,0.102,0.32177
797,N12,60,Wall,-100,0.70,5.60,0.106,0.33394
798,P3,20,Wall,-88,1.41,11.27,0.120,0.39251
799,N3,50,Wall,-100,0.70,5.60,0.115,0.36067
800,N3,45,Lobby,-84,3.26,26.08,0.112,0.35343
801,N6,25,Wall,-100,2.46,19.65,0.105,0.36590
802,P6,5,Workshop,-63,10.03,80.21,0.126,0.41204
803,N3,30,Lobby,-70,6.76,54.10,0.111,0.35712
804,P3,5,Workshop,-71,4.06,32.45,0.117,0.39182
805,N12,55,Lobby,-85,2.74,21.92,0.096,0.35639
806,N12,15,Lobby,-83,3.66,29.27,0.104,0.33861
807,N0,15,Crowded,-83,1.15,9.23,0.111,0.36127
808,N3,20,Crowded,-90,0.70,5.60,0.115,0.35916
809,P6,30,Wall,-100,1.55,12.39,0.123,0.40027
810,N0,20,Lobby,-78,4.22,33.80,0.111,0.38306
811,N3,20,Lobby,-64,9.23,73.87,0.113,0.35931
812,N12,30,Wall,-100,0.70,5.60,0.101,0.34700
813,N6,0,Workshop,-58,8.40,67.22,0.107,0.34671
814,N12,20,Wall,-100,0.70,5.60,0.105,0.33389
815,N0,5,Workshop,-53,10.75,86.04,0.111,0.37294
816,N3,10,Lobby,-82,2.87,22.95,0.110,0.36629
817,N3,25,Crowded,-100,0.70,5.60,0.103,0.36741
818,N6,5,Workshop,-57,10.58,84.65,0.102,0.35349
819,N12,45,Lobby,-96,2.64,21.14,0.103,0.35344
820,N12,5,Lobby,-76,2.59,20.72,0.110,0.34796
821,N0,45,Wall,-95,1.05,8.43,0.110,0.37852
822,N6,5,Wall,-91,1.49,11.92,0.105,0.32971
823,N6,0,Crowded,-63,3.80,30.41,0.107,0.34834
824,N3,5,Workshop,-80,3.53,28.21,0.107,0.37015
825,N0,50,Crowded,-78,3.93,31.41,0.111,0.37747
826,N6,10,Wall,-93,0.97,7.79,0.104,0.33426
827,N3,45,Crowded,-100,2.71,21.66,0.108,0.37251
828,N6,35,Wall,-100,0.70,5.60,0.106,0.33805
829,N0,35,Lobby,-76,0.99,7.89,0.109,0.37803
830,P6,35,Lobby,-78,0.88,7.00,0.132,0.41902
831,N6,35,Wall,-100,0.70,5.60,0.109,0.34274
832,N3,10,Workshop,-80,3.98,31.87,0.111,0.35087
833,N12,0,Lobby,-44,11.19,89.54,0.099,0.34753
834,N12,50,Lobby,-86,1.33,10.60,0.107,0.34247
835,N0,35,Wall,-97,1.59,12.75,0.113,0.36947
836,N12,25,Lobby,-88,1.22,9.77,0.103,0.33463
837,N6,0,Lobby,-59,9.82,78.59,0.104,0.34704
838,N3,35,Workshop,-60,6.33,50.61,0.112,0.37607
839,N9,40,Workshop,-94,0.70,5.60,0.100,0.31944
840,N3,55,Workshop,-90,0.70,5.60,0.112,0.35866
841,N12,25,Wall,-100,1.46,11.71,0.102,0.34554
842,N12,5,Lobby,-67,4.96,39.69,0.101,0.34949
843,P3,40,Lobby,-89,1.47,11.78,0.122,0.40237
844,N0,25,Crowded,-72,5.63,45.01,0.112,0.37946
845,N9,45,Crowded,-100,0.97,7.75,0.100,0.32979
846,N6,55,Crowded,-100,1.30,10.36,0.105,0.35995
847,N3,50,Lobby,-97,0.83,6.64,0.117,0.36221
848,P3,25,Crowded,-84,4.02,32.14,0.123,0.40325
849,N6,15,Workshop,-77,4.34,34.74,0.111,0.34068
850,P3,15,Lobby,-66,3.82,30.57,0.120,0.39142
851,P6,40,Lobby,-55,11.14,89.09,0.125,0.40278
852,P3,25,Workshop,-73,9.87,78.97,0.117,0.40360
853,N0,0,Workshop,-52,7.62,60.98,0.113,0.37175
854,P6,10,Lobby,-64,7.68,61.40,0.119,0.39965
855,N12,50,Wall,-100,0.75,6.02,0.107,0.35129
856,N12,15,Wall,-100,0.91,7.24,0.103,0.32839
857,N6,45,Workshop,-68,9.18,73.47,0.108,0.34512
858,N12,0,Lobby,-65,11.38,91.06,0.108,0.34468
859,N6,20,Wall,-92,1.73,13.87,0.109,0.33523
860,P6,25,Workshop,-54,10.48,83.85,0.125,0.41811
861,N12,10,Workshop,-67,7.88,63.01,0.103,0.34600
862,N6,10,Workshop,-52,9.83,78.66,0.108,0.35718
863,P3,10,Wall,-77,4.21,33.64,0.121,0.39406
864,P6,0,Crowded,-34,12.94,103.49,0.125,0.39600
865,N6,20,Lobby,-83,2.70,21.58,0.104,0.35789
866,N6,45,Workshop,-88,1.93,15.41,0.107,0.34224
867,N6,50,Crowded,-96,1.47,11.78,0.105,0.34625
868,N0,10,Workshop,-66,7.34,58.71,0.111,0.36249
869,N6,60,Workshop,-90,1.65,13.23,0.105,0.34050
870,N9,5,Wall,-78,3.24,25.94,0.107,0.33851
871,N3,15,Lobby,-67,6.85,54.77,0.114,0.35340
872,N0,15,Crowded,-72,4.73,37.87,0.114,0.37073
873,N0,30,Wall,-100,2.18,17.42,0.119,0.38555
874,N0,20,Workshop,-81,2.73,21.87,0.116,0.37668
